百视通,#genre#
CCTV文化精品 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002535/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV电视指南 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002545/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV第一剧场 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云剧场 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云足球 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002499/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云音乐 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩综艺 4M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
天津卫视 12M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视 12M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视 12M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北卫视 12M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视 Max16M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
上海纪实人文 5M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001330/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京体育休闲 3M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南金鹰纪实 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南快乐垂钓 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002264/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南茶 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
乐游 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002157/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
SiTV游戏风云 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002306/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
SiTV都市剧场 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
佛坪 4M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001929/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
勉县综合 12M576,http://111.20.105.60:6060/yinhe/2/ch00000090990000002415/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
千阳 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002425/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
城固 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002375/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宁强1 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001870/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宁强2 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001871/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安康1 7M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001721/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宝鸡1 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001586/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
宝鸡2 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001736/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中2 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001439/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
汉中3 8M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001263/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
洋县1 4M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002405/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
留坝 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001268/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
商洛1 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001734/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西乡 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000002207/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
镇巴 2M1080,http://111.20.105.60:6060/yinhe/2/ch00000090990000001971/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东移动可回看,#genre#
CCTV1_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226635/1.m3u8
CCTV2_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8
CCTV3_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV4_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV5_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV5+_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV6_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV7_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV8_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8
CCTV9_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226657/1.m3u8
CCTV10_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8
CCTV11_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8
CCTV12_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226748/1.m3u8
CCTV13_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8
CCTV14_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226663/1.m3u8
CCTV16_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8
CCTV17_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8
湖南卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8
浙江卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226690/1.m3u8
江苏卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8
江西卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226726/1.m3u8
辽宁卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8
安徽卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226655/1.m3u8
东南卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226670/1.m3u8
贵州卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226672/1.m3u8
海南卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226679/1.m3u8
河北卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226684/1.m3u8
河南卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226668/1.m3u8
黑龙江卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8
湖北卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226713/1.m3u8
山东卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8
深圳卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
四川卫视_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226659/1.m3u8
天津卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8
重庆卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226680/1.m3u8
北京卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226719/1.m3u8
北京体育休闲_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226658/1.m3u8
北京体育休闲_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226656/1.m3u8
上海东方卫视_3.2M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8
上海纪实人文_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226694/1.m3u8
中国教育1_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226673/1.m3u8
哒啵电竞_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226891/1.m3u8
哒啵赛事_4M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226905/1.m3u8
广西电信itv,#genre#
钦州新闻综合高清,http://rss.jtmi.vip:10000/udp/239.81.0.164:4056
广西卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.107:4056
广西新闻高清,http://rss.jtmi.vip:10000/udp/239.81.0.248:4056
广西综艺旅游高清,http://rss.jtmi.vip:10000/udp/239.81.0.214:4056
广西都市高清,http://rss.jtmi.vip:10000/udp/239.81.0.247:4056
广西影视高清,http://rss.jtmi.vip:10000/udp/239.81.0.250:4056
广西乐思购,http://rss.jtmi.vip:10000/udp/239.81.0.9:4056
广西移动电视,http://rss.jtmi.vip:10000/udp/239.81.0.10:4056
聚鲨环球精选,http://rss.jtmi.vip:10000/udp/239.81.0.98:4056
央广购物,http://rss.jtmi.vip:10000/udp/239.81.0.131:4056
CCTV-1综合高清,http://rss.jtmi.vip:10000/udp/239.81.0.102:4056
CCTV-2财经高清,http://rss.jtmi.vip:10000/udp/239.81.0.115:4056
CCTV-3综艺高清,http://rss.jtmi.vip:10000/udp/239.81.0.231:4056
CCTV-4中文国际高清,http://rss.jtmi.vip:10000/udp/239.81.0.96:4056
CCTV-5体育高清,http://rss.jtmi.vip:10000/udp/239.81.0.232:4056
CCTV-6电影高清,http://rss.jtmi.vip:10000/udp/239.81.0.233:4056
CCTV-7国防军事高清,http://rss.jtmi.vip:10000/udp/239.81.0.116:4056
CCTV-8电视剧高清,http://rss.jtmi.vip:10000/udp/239.81.0.234:4056
CCTV-9纪录高清,http://rss.jtmi.vip:10000/udp/239.81.0.117:4056
CCTV-10科教高清,http://rss.jtmi.vip:10000/udp/239.81.0.118:4056
CCTV-11戏曲高清,http://rss.jtmi.vip:10000/udp/239.81.0.229:4056
CCTV-12社会与法高清,http://rss.jtmi.vip:10000/udp/239.81.0.119:4056
CCTV-13新闻高清,http://rss.jtmi.vip:10000/udp/239.81.0.206:4056
CCTV-14少儿高清,http://rss.jtmi.vip:10000/udp/239.81.0.120:4056
CCTV-15音乐高清,http://rss.jtmi.vip:10000/udp/239.81.0.230:4056
CCTV-5＋体育赛事高清,http://rss.jtmi.vip:10000/udp/239.81.0.101:4056
CCTV-16奥林匹克高清,http://rss.jtmi.vip:10000/udp/239.81.0.142:4056
CCTV-17农业农村高清,http://rss.jtmi.vip:10000/udp/239.81.0.228:4056
CCTV4K,http://rss.jtmi.vip:10000/udp/239.81.0.69:4056
CGTN,http://rss.jtmi.vip:10000/udp/239.81.0.28:4056
广东卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.104:4056
湖南卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.110:4056
东方卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.111:4056
北京卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.109:4056
浙江卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.108:4056
江苏卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.106:4056
深圳卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.103:4056
天津卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.113:4056
湖北卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.112:4056
山东卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.114:4056
黑龙江卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.105:4056
河北卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.94:4056
贵州卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.95:4056
东南卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.215:4056
辽宁卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.210:4056
安徽卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.211:4056
甘肃卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.207:4056
江西卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.204:4056
四川卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.130:4056
南方卫视,http://rss.jtmi.vip:10000/udp/239.81.0.32:4056
陕西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.89:4056
河南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.44:4056
云南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.45:4056
新疆卫视,http://rss.jtmi.vip:10000/udp/239.81.0.46:4056
重庆卫视,http://rss.jtmi.vip:10000/udp/239.81.0.47:4056
海南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.48:4056
山西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.49:4056
青海卫视,http://rss.jtmi.vip:10000/udp/239.81.0.53:4056
内蒙古卫视,http://rss.jtmi.vip:10000/udp/239.81.0.54:4056
西藏卫视,http://rss.jtmi.vip:10000/udp/239.81.0.55:4056
吉林卫视高清,http://rss.jtmi.vip:10000/udp/239.81.0.143:4056
宁夏卫视,http://rss.jtmi.vip:10000/udp/239.81.0.60:4056
山东教育卫视,http://rss.jtmi.vip:10000/udp/239.81.0.93:4056
三沙卫视,http://rss.jtmi.vip:10000/udp/239.81.0.242:4056
厦门卫视,http://rss.jtmi.vip:10000/udp/239.81.0.212:4056
兵团卫视,http://rss.jtmi.vip:10000/udp/239.81.0.213:4056
金鹰纪实高清,http://rss.jtmi.vip:10000/udp/239.81.0.91:4056
中国教育高清,http://rss.jtmi.vip:10000/udp/239.81.0.92:4056
中国教育2,http://rss.jtmi.vip:10000/udp/239.81.0.245:4056
中国教育4,http://rss.jtmi.vip:10000/udp/239.81.0.246:4056
金鹰卡通高清,http://rss.jtmi.vip:10000/udp/239.81.0.148:4056
卡酷动画,http://rss.jtmi.vip:10000/udp/239.81.0.62:4056
嘉佳卡通,http://rss.jtmi.vip:10000/udp/239.81.0.64:4056
中国天气,http://rss.jtmi.vip:10000/udp/239.81.0.63:4056
动漫秀场,http://rss.jtmi.vip:10000/udp/239.81.0.68:4056
七彩戏剧,http://rss.jtmi.vip:10000/udp/239.81.0.70:4056
游戏风云,http://rss.jtmi.vip:10000/udp/239.81.0.72:4056
生活时尚,http://rss.jtmi.vip:10000/udp/239.81.0.75:4056
东方财经,http://rss.jtmi.vip:10000/udp/239.81.0.76:4056
全纪实,http://rss.jtmi.vip:10000/udp/239.81.0.78:4056
法治天地,http://rss.jtmi.vip:10000/udp/239.81.0.79:4056
金色频道,http://rss.jtmi.vip:10000/udp/239.81.0.80:4056
都市剧场,http://rss.jtmi.vip:10000/udp/239.81.0.81:4056
精彩影视高清,http://rss.jtmi.vip:10000/udp/239.81.0.152:4056
求索纪录高清,http://rss.jtmi.vip:10000/udp/239.81.0.153:4056
CCTV-16奥林匹克4K,http://rss.jtmi.vip:10000/udp/239.81.0.144:4056
CHC家庭影院高清,http://rss.jtmi.vip:10000/udp/239.81.0.238:4056
CHC动作电影高清,http://rss.jtmi.vip:10000/udp/239.81.0.239:4056
CHC高清电影,http://rss.jtmi.vip:10000/udp/239.81.0.240:4056
新动漫,http://rss.jtmi.vip:10000/udp/239.81.0.235:4056
先锋乒羽,http://rss.jtmi.vip:10000/udp/239.81.0.236:4056
网络棋牌,http://rss.jtmi.vip:10000/udp/239.81.0.237:4056
广西IPTV1,http://rss.jtmi.vip:10000/udp/239.81.0.201:4056
广西IPTV2,http://rss.jtmi.vip:10000/udp/239.81.0.202:4056
广西IPTV3,http://rss.jtmi.vip:10000/udp/239.81.0.203:4056
广西IPTV4,http://rss.jtmi.vip:10000/udp/239.81.0.251:4056
广西IPTV5,http://rss.jtmi.vip:10000/udp/239.81.0.205:4056
广西IPTV7,http://rss.jtmi.vip:10000/udp/239.81.0.253:4056
广西IPTV8,http://rss.jtmi.vip:10000/udp/239.81.0.208:4056
广西IPTV9,http://rss.jtmi.vip:10000/udp/239.81.0.209:4056
广西IPTV10,http://rss.jtmi.vip:10000/udp/239.81.0.100:4056
广西IPTV11,http://rss.jtmi.vip:10000/udp/239.81.0.166:4056
广西IPTV12,http://rss.jtmi.vip:10000/udp/239.81.0.124:4056
广西IPTV13,http://rss.jtmi.vip:10000/udp/239.81.0.125:4056
爱综艺,http://rss.jtmi.vip:10000/udp/239.81.0.66:4056
爱电影,http://rss.jtmi.vip:10000/udp/239.81.0.65:4056
爱大剧,http://rss.jtmi.vip:10000/udp/239.81.0.67:4056
IPTV谍战剧场,http://rss.jtmi.vip:10000/udp/239.81.0.15:4056
IPTV野外,http://rss.jtmi.vip:10000/udp/239.81.0.18:4056
经典电影,http://rss.jtmi.vip:10000/udp/239.81.0.84:4056
少儿动画,http://rss.jtmi.vip:10000/udp/239.81.0.82:4056
爱体育高清,http://rss.jtmi.vip:10000/udp/239.81.0.133:4056
收视指南,http://rss.jtmi.vip:10000/udp/239.81.0.86:4056
IPTV法治,http://rss.jtmi.vip:10000/udp/239.81.0.20:4056
热播剧场,http://rss.jtmi.vip:10000/udp/239.81.0.85:4056
魅力时尚,http://rss.jtmi.vip:10000/udp/239.81.0.83:4056
IPTV相声小品,http://rss.jtmi.vip:10000/udp/239.81.0.17:4056
爱上4K,http://rss.jtmi.vip:10000/udp/239.81.0.123:4056
IPTV足球,http://rss.jtmi.vip:10000/udp/239.81.0.97:4056
柳州新闻综合,http://rss.jtmi.vip:10000/udp/239.81.0.134:4056
桂林新闻综合,http://rss.jtmi.vip:10000/udp/239.81.0.135:4056
北海新闻综合,http://rss.jtmi.vip:10000/udp/239.81.0.136:4056
贺州综合,http://rss.jtmi.vip:10000/udp/239.81.0.137:4056
玉林新闻综合,http://rss.jtmi.vip:10000/udp/239.81.0.138:4056
南宁都市生活,http://rss.jtmi.vip:10000/udp/239.81.0.139:4056
南宁影视娱乐,http://rss.jtmi.vip:10000/udp/239.81.0.140:4056
南宁公共,http://rss.jtmi.vip:10000/udp/239.81.0.141:4056
贺州综合HD,http://rss.jtmi.vip:10000/udp/239.81.0.163:4056
钦州综合HD,http://rss.jtmi.vip:10000/udp/239.81.0.164:4056
钦州综合,http://rss.jtmi.vip:10000/udp/239.81.0.165:4056
百色综合,http://rss.jtmi.vip:10000/udp/239.81.0.149:4056
百色综合HD,http://rss.jtmi.vip:10000/udp/239.81.0.150:4056
防城港新闻综合HD,http://rss.jtmi.vip:10000/udp/239.81.0.151:4056
北海新闻综合,http://rss.jtmi.vip:10000/udp/239.81.0.154:4056
河池新闻综合HD,http://rss.jtmi.vip:10000/udp/239.81.0.168:4056
优购物,http://rss.jtmi.vip:10000/udp/239.81.0.132:4056
南宁电信组播,#genre#
CCTV1,http://rss.jtmi.vip:10000/udp/239.81.0.102:4056
CCTV2,http://rss.jtmi.vip:10000/udp/239.81.0.115:4056
CCTV3,http://rss.jtmi.vip:10000/udp/239.81.0.231:4056
CCTV4,http://rss.jtmi.vip:10000/udp/239.81.0.96:4056
CCTV5,http://rss.jtmi.vip:10000/udp/239.81.0.232:4056
CCTV5+,http://rss.jtmi.vip:10000/udp/239.81.0.101:4056
CCTV6,http://rss.jtmi.vip:10000/udp/239.81.0.233:4056
CCTV7,http://rss.jtmi.vip:10000/udp/239.81.0.116:4056
CCTV8,http://rss.jtmi.vip:10000/udp/239.81.0.234:4056
CCTV9,http://rss.jtmi.vip:10000/udp/239.81.0.117:4056
CCTV9,http://rss.jtmi.vip:10000/udp/239.81.0.21:4056
CCTV10,http://rss.jtmi.vip:10000/udp/239.81.0.118:4056
CCTV11,http://rss.jtmi.vip:10000/udp/239.81.0.229:4056
CCTV12,http://rss.jtmi.vip:10000/udp/239.81.0.119:4056
CCTV13,http://rss.jtmi.vip:10000/udp/239.81.0.206:4056
CCTV14,http://rss.jtmi.vip:10000/udp/239.81.0.120:4056
CCTV15,http://rss.jtmi.vip:10000/udp/239.81.0.230:4056
CCTV16,http://rss.jtmi.vip:10000/udp/239.81.0.142:4056
CCTV17,http://rss.jtmi.vip:10000/udp/239.81.0.228:4056
CCTV4K,http://rss.jtmi.vip:10000/udp/239.81.0.69:4056
中国国际电视网,http://rss.jtmi.vip:10000/udp/239.81.0.28:4056
央视中学生,http://rss.jtmi.vip:10000/udp/239.81.0.87:4056
CETV1,http://rss.jtmi.vip:10000/udp/239.81.0.92:4056
CETV2,http://rss.jtmi.vip:10000/udp/239.81.0.245:4056
CETV4,http://rss.jtmi.vip:10000/udp/239.81.0.246:4056
湖南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.110:4056
北京卫视,http://rss.jtmi.vip:10000/udp/239.81.0.109:4056
天津卫视,http://rss.jtmi.vip:10000/udp/239.81.0.113:4056
东方卫视,http://rss.jtmi.vip:10000/udp/239.81.0.111:4056
重庆卫视,http://rss.jtmi.vip:10000/udp/239.81.0.47:4056
浙江卫视,http://rss.jtmi.vip:10000/udp/239.81.0.108:4056
安徽卫视,http://rss.jtmi.vip:10000/udp/239.81.0.211:4056
江苏卫视,http://rss.jtmi.vip:10000/udp/239.81.0.106:4056
山东卫视,http://rss.jtmi.vip:10000/udp/239.81.0.114:4056
山东教育卫视,http://rss.jtmi.vip:10000/udp/239.81.0.93:4056
辽宁卫视,http://rss.jtmi.vip:10000/udp/239.81.0.210:4056
吉林卫视,http://rss.jtmi.vip:10000/udp/239.81.0.58:4056
黑龙江卫视,http://rss.jtmi.vip:10000/udp/239.81.0.105:4056
内蒙古卫视,http://rss.jtmi.vip:10000/udp/239.81.0.54:4056
宁夏卫视,http://rss.jtmi.vip:10000/udp/239.81.0.60:4056
甘肃卫视,http://rss.jtmi.vip:10000/udp/239.81.0.207:4056
青海卫视,http://rss.jtmi.vip:10000/udp/239.81.0.53:4056
新疆卫视,http://rss.jtmi.vip:10000/udp/239.81.0.46:4056
兵团卫视,http://rss.jtmi.vip:10000/udp/239.81.0.213:4056
西藏卫视,http://rss.jtmi.vip:10000/udp/239.81.0.55:4056
云南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.45:4056
四川卫视,http://rss.jtmi.vip:10000/udp/239.81.0.130:4056
贵州卫视,http://rss.jtmi.vip:10000/udp/239.81.0.95:4056
海南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.48:4056
三沙卫视,http://rss.jtmi.vip:10000/udp/239.81.0.242:4056
广东卫视,http://rss.jtmi.vip:10000/udp/239.81.0.104:4056
南方卫视,http://rss.jtmi.vip:10000/udp/239.81.0.32:4056
深圳卫视,http://rss.jtmi.vip:10000/udp/239.81.0.103:4056
湖北卫视,http://rss.jtmi.vip:10000/udp/239.81.0.112:4056
陕西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.89:4056
山西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.49:4056
河南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.44:4056
河北卫视,http://rss.jtmi.vip:10000/udp/239.81.0.94:4056
江西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.204:4056
东南卫视,http://rss.jtmi.vip:10000/udp/239.81.0.215:4056
厦门卫视,http://rss.jtmi.vip:10000/udp/239.81.0.212:4056
广西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.107:4056
广西综艺,http://rss.jtmi.vip:10000/udp/239.81.0.214:4056
广西影视,http://rss.jtmi.vip:10000/udp/239.81.0.250:4056
广西新闻,http://rss.jtmi.vip:10000/udp/239.81.0.248:4056
广西公共,http://rss.jtmi.vip:10000/udp/239.81.0.249:4056
广西都市,http://rss.jtmi.vip:10000/udp/239.81.0.247:4056
广西卫视,http://rss.jtmi.vip:10000/udp/239.81.0.2:4056
广西综艺,http://rss.jtmi.vip:10000/udp/239.81.0.3:4056
广西都市,http://rss.jtmi.vip:10000/udp/239.81.0.4:4056
广西新闻,http://rss.jtmi.vip:10000/udp/239.81.0.5:4056
广西公共,http://rss.jtmi.vip:10000/udp/239.81.0.6:4056
广西影视,http://rss.jtmi.vip:10000/udp/239.81.0.7:4056
广西国际,http://rss.jtmi.vip:10000/udp/239.81.0.8:4056
广西乐思购,http://rss.jtmi.vip:10000/udp/239.81.0.9:4056
广西移动电视,http://rss.jtmi.vip:10000/udp/239.81.0.10:4056
广西科教,http://rss.jtmi.vip:10000/udp/239.81.0.11:4056
南宁影视,http://rss.jtmi.vip:10000/udp/239.81.0.128:4056
南宁新闻,http://rss.jtmi.vip:10000/udp/239.81.0.241:4056
